,HCHO Value,Location,Date,Next Date
3832,4.255496157286016e-05,Jaffna Proper,2019-07-01,2019-07-02
3833,0.0001390787240777,Jaffna Proper,2019-07-02,2019-07-03
3834,7.435309400163319e-05,Jaffna Proper,2019-07-03,2019-07-04
3835,0.0002544927540662,Jaffna Proper,2019-07-04,2019-07-05
3836,0.000122193850044,Jaffna Proper,2019-07-05,2019-07-06
3837,7.592304909765967e-05,Jaffna Proper,2019-07-06,2019-07-07
3838,0.0002034129263254,Jaffna Proper,2019-07-07,2019-07-08
3839,0.0002030562734661,Jaffna Proper,2019-07-08,2019-07-09
3840,5.471285506186256e-05,Jaffna Proper,2019-07-09,2019-07-10
3841,0.0001559236334547,Jaffna Proper,2019-07-10,2019-07-11
3842,0.0001207392084975,Jaffna Proper,2019-07-11,2019-07-12
3843,7.630160044893572e-05,Jaffna Proper,2019-07-12,2019-07-13
3844,-2.341601066291332e-05,Jaffna Proper,2019-07-13,2019-07-14
3845,9.049643374922508e-05,Jaffna Proper,2019-07-14,2019-07-15
3846,,Jaffna Proper,2019-07-15,2019-07-16
3847,0.0001390345186323,Jaffna Proper,2019-07-16,2019-07-17
3848,0.0001540096180886,Jaffna Proper,2019-07-17,2019-07-18
3849,0.0002434912129692,Jaffna Proper,2019-07-18,2019-07-19
3850,0.0001078141072689,Jaffna Proper,2019-07-19,2019-07-20
3851,2.5116405665760293e-05,Jaffna Proper,2019-07-20,2019-07-21
3852,0.0002377687487751,Jaffna Proper,2019-07-21,2019-07-22
3853,,Jaffna Proper,2019-07-22,2019-07-23
3854,9.049237826246958e-06,Jaffna Proper,2019-07-23,2019-07-24
3855,-3.688730929187403e-05,Jaffna Proper,2019-07-24,2019-07-25
3856,0.0001048273957907,Jaffna Proper,2019-07-25,2019-07-26
3857,,Jaffna Proper,2019-07-26,2019-07-27
3858,,Jaffna Proper,2019-07-27,2019-07-28
3859,0.0001186017249606,Jaffna Proper,2019-07-28,2019-07-29
3860,0.0001183805075804,Jaffna Proper,2019-07-29,2019-07-30
3861,0.0001032662679172,Jaffna Proper,2019-07-30,2019-07-31
3862,0.0001377066819993,Jaffna Proper,2019-07-31,2019-08-01
3863,0.0001351723524676,Jaffna Proper,2019-08-01,2019-08-02
3864,0.000116106075013,Jaffna Proper,2019-08-02,2019-08-03
3865,0.0001183734064142,Jaffna Proper,2019-08-03,2019-08-04
3866,6.58087166575807e-05,Jaffna Proper,2019-08-04,2019-08-05
3867,,Jaffna Proper,2019-08-05,2019-08-06
3868,0.0001086310411472,Jaffna Proper,2019-08-06,2019-08-07
3869,6.46701308389711e-05,Jaffna Proper,2019-08-07,2019-08-08
3870,,Jaffna Proper,2019-08-08,2019-08-09
3871,-8.249573147622868e-05,Jaffna Proper,2019-08-09,2019-08-10
3872,,Jaffna Proper,2019-08-10,2019-08-11
3873,0.000142304485124,Jaffna Proper,2019-08-11,2019-08-12
3874,2.4865400132569957e-05,Jaffna Proper,2019-08-12,2019-08-13
3875,9.022879799898222e-05,Jaffna Proper,2019-08-13,2019-08-14
3876,0.0001876534186109,Jaffna Proper,2019-08-14,2019-08-15
3877,7.511974202659571e-05,Jaffna Proper,2019-08-15,2019-08-16
3878,0.0001086745605181,Jaffna Proper,2019-08-16,2019-08-17
3879,,Jaffna Proper,2019-08-17,2019-08-18
3880,,Jaffna Proper,2019-08-18,2019-08-19
3881,0.0001110632407889,Jaffna Proper,2019-08-19,2019-08-20
3882,0.00018575520416,Jaffna Proper,2019-08-20,2019-08-21
3883,3.917125229114317e-05,Jaffna Proper,2019-08-21,2019-08-22
3884,7.048780710564972e-05,Jaffna Proper,2019-08-22,2019-08-23
3885,,Jaffna Proper,2019-08-23,2019-08-24
3886,7.846579282722695e-05,Jaffna Proper,2019-08-24,2019-08-25
3887,-0.0001058364625725,Jaffna Proper,2019-08-25,2019-08-26
3888,0.0002461919624407,Jaffna Proper,2019-08-26,2019-08-27
3889,9.172851680612364e-05,Jaffna Proper,2019-08-27,2019-08-28
3890,0.0001148645732853,Jaffna Proper,2019-08-28,2019-08-29
3891,0.0001247019287976,Jaffna Proper,2019-08-29,2019-08-30
3892,0.0002070177371229,Jaffna Proper,2019-08-30,2019-08-31
3893,6.757294356260129e-05,Jaffna Proper,2019-08-31,2019-09-01
3894,9.966949182929296e-05,Jaffna Proper,2019-09-01,2019-09-02
3895,9.48163745458477e-06,Jaffna Proper,2019-09-02,2019-09-03
3896,4.181980725440833e-05,Jaffna Proper,2019-09-03,2019-09-04
3897,,Jaffna Proper,2019-09-04,2019-09-05
3898,0.0001149830762089,Jaffna Proper,2019-09-05,2019-09-06
3899,0.0001018931316744,Jaffna Proper,2019-09-06,2019-09-07
3900,0.0001013318307875,Jaffna Proper,2019-09-07,2019-09-08
3901,0.000239638560676,Jaffna Proper,2019-09-08,2019-09-09
3902,0.0001765346836268,Jaffna Proper,2019-09-09,2019-09-10
3903,9.232570238984924e-05,Jaffna Proper,2019-09-10,2019-09-11
3904,0.000223198062169,Jaffna Proper,2019-09-11,2019-09-12
3905,,Jaffna Proper,2019-09-12,2019-09-13
3906,0.0001246420319817,Jaffna Proper,2019-09-13,2019-09-14
3907,7.94366696924097e-05,Jaffna Proper,2019-09-14,2019-09-15
3908,,Jaffna Proper,2019-09-15,2019-09-16
3909,0.0001951034814127,Jaffna Proper,2019-09-16,2019-09-17
3910,0.0001542544946681,Jaffna Proper,2019-09-17,2019-09-18
3911,,Jaffna Proper,2019-09-18,2019-09-19
3912,0.0001016323088442,Jaffna Proper,2019-09-19,2019-09-20
3913,0.0001397349276077,Jaffna Proper,2019-09-20,2019-09-21
3914,8.641377580871453e-05,Jaffna Proper,2019-09-21,2019-09-22
3915,2.716028334975636e-05,Jaffna Proper,2019-09-22,2019-09-23
3916,0.000204094280325,Jaffna Proper,2019-09-23,2019-09-24
3917,0.0002064039882837,Jaffna Proper,2019-09-24,2019-09-25
3918,0.0001424558694948,Jaffna Proper,2019-09-25,2019-09-26
3919,4.018612465001314e-05,Jaffna Proper,2019-09-26,2019-09-27
3920,0.0001770148038261,Jaffna Proper,2019-09-27,2019-09-28
3921,6.697083927359867e-05,Jaffna Proper,2019-09-28,2019-09-29
3922,0.0001261903610584,Jaffna Proper,2019-09-29,2019-09-30
3923,6.428278947996395e-05,Jaffna Proper,2019-09-30,2019-10-01
3924,0.0001908562545801,Jaffna Proper,2019-10-01,2019-10-02
3925,0.0001041056247658,Jaffna Proper,2019-10-02,2019-10-03
3926,9.8657740674029e-05,Jaffna Proper,2019-10-03,2019-10-04
3927,,Jaffna Proper,2019-10-04,2019-10-05
3928,0.0002233050944135,Jaffna Proper,2019-10-05,2019-10-06
3929,0.0001386186361566,Jaffna Proper,2019-10-06,2019-10-07
3930,7.252961063784398e-05,Jaffna Proper,2019-10-07,2019-10-08
3931,2.5917522151679207e-05,Jaffna Proper,2019-10-08,2019-10-09
3932,0.0001020384592046,Jaffna Proper,2019-10-09,2019-10-10
3933,9.745117648319954e-05,Jaffna Proper,2019-10-10,2019-10-11
3934,0.0003416326016673,Jaffna Proper,2019-10-11,2019-10-12
3935,0.0001696544460041,Jaffna Proper,2019-10-12,2019-10-13
3936,0.0001529578786372,Jaffna Proper,2019-10-13,2019-10-14
3937,7.782266683929926e-05,Jaffna Proper,2019-10-14,2019-10-15
3938,0.0001368353405268,Jaffna Proper,2019-10-15,2019-10-16
3939,0.0001131045475807,Jaffna Proper,2019-10-16,2019-10-17
3940,,Jaffna Proper,2019-10-17,2019-10-18
3941,-2.282798298896996e-05,Jaffna Proper,2019-10-18,2019-10-19
3942,-0.0002009896860699,Jaffna Proper,2019-10-19,2019-10-20
3943,0.0001541111813663,Jaffna Proper,2019-10-20,2019-10-21
3944,0.0001145547858341,Jaffna Proper,2019-10-21,2019-10-22
3945,,Jaffna Proper,2019-10-22,2019-10-23
3946,0.0003814372084029,Jaffna Proper,2019-10-23,2019-10-24
3947,,Jaffna Proper,2019-10-24,2019-10-25
3948,,Jaffna Proper,2019-10-25,2019-10-26
3949,,Jaffna Proper,2019-10-26,2019-10-27
3950,0.0003944601636935,Jaffna Proper,2019-10-27,2019-10-28
3951,,Jaffna Proper,2019-10-28,2019-10-29
3952,,Jaffna Proper,2019-10-29,2019-10-30
3953,8.396109648063693e-05,Jaffna Proper,2019-10-30,2019-10-31
3954,0.0001071808842868,Jaffna Proper,2019-10-31,2019-11-01
3955,5.721617086763104e-05,Jaffna Proper,2019-11-01,2019-11-02
3956,,Jaffna Proper,2019-11-02,2019-11-03
3957,0.0001413133447619,Jaffna Proper,2019-11-03,2019-11-04
3958,0.0001790249567583,Jaffna Proper,2019-11-04,2019-11-05
3959,0.0001182474382087,Jaffna Proper,2019-11-05,2019-11-06
3960,0.0003991314573377,Jaffna Proper,2019-11-06,2019-11-07
3961,0.0001084960387104,Jaffna Proper,2019-11-07,2019-11-08
3962,7.939661009261529e-05,Jaffna Proper,2019-11-08,2019-11-09
3963,9.628330175365472e-05,Jaffna Proper,2019-11-09,2019-11-10
3964,0.0001489547322394,Jaffna Proper,2019-11-10,2019-11-11
3965,0.0001145354375901,Jaffna Proper,2019-11-11,2019-11-12
